#{"t_start": 1769367357.0421128, "env_id": "CustomAnt-source-v5"}
r,l,t
-671.36266,1000,154.411609
4.185002,30,154.453849
-1.841475,28,154.493324
13.373916,66,154.586114
-581.866171,1000,156.816622
-64.373643,60,156.902234
-45.404952,54,156.978516
-32.559827,83,157.094775
-37.068969,37,157.146497
-3.888254,50,157.216801
-5.505918,14,157.236485
-17.611497,17,157.260466
-90.980655,91,157.388304
-10.367115,26,157.424715
-17.267215,32,157.469879
-1.854361,36,157.520504
-5.158209,13,157.538809
-15.951898,55,157.616322
4.302148,24,157.650023
-18.85908,17,157.674035
-6.381209,8,157.685654
-26.784354,63,157.773646
1.712984,11,157.789203
-56.161167,31,157.833154
-18.028323,31,157.876637
1.348355,29,157.917332
-12.201908,171,158.156211
6.994045,69,158.252754
-49.473743,56,158.331674
-9.140219,22,158.362494
-22.251577,50,158.432334
-19.371557,81,158.546603
-40.590563,74,158.649901
-12.099316,35,158.699277
-8.470844,13,158.717668
-14.277385,39,158.772327
-35.221184,51,158.843681
-23.789821,22,158.874646
-9.470078,14,159.722594
-48.868791,71,159.82227
-30.470317,33,159.86904
-29.425971,28,159.908673
-514.281007,842,161.092151
-67.448577,99,161.23067
-53.183621,151,161.442762
-14.561166,31,161.486112
-26.452288,24,161.519865
-17.353324,24,161.553839
9.286854,19,161.580534
8.944077,28,161.619702
-1.425861,37,161.671519
-13.27537,59,161.753996
-6.860111,16,161.776556
-33.853164,33,161.82268
-63.463929,62,161.909189
-63.159453,54,161.984849
6.945627,24,162.018392
-13.110609,28,162.057647
-7.769951,12,162.074503
-106.844868,106,162.222031
-14.789474,73,162.323812
-7.11597,16,162.346235
-15.977702,12,162.363206
